id,PlayerName,DraftAge,country_group,Height,Weight,Position,CSS_rank,rs_GP,rs_G,rs_A,rs_P,rs_PIM,rs_PlusMinus,po_GP,po_G,po_A,po_P,po_PIM,po_PlusMinus,sum_7yr_GP,GP_greater_than_0,sum_wk_xk,class_0_prob,LeafNode
10415,Neil Petruic,19,CAN,73,201,D,127,68,18,24,42,123,0,0,0,0,0,0,0,0,no,-0.25027099999999824,0.56224320209790712,5
16584,Mike Gabinet,20,CAN,75,209,D,0,30,2,13,15,14,0,0,0,0,0,0,0,0,no,-0.23803899999999956,0.5592303352034812,5
57088,Konstantin Mikhailov,18,EURO,71,187,D,46,24,0,2,2,12,0,0,0,0,0,0,0,0,no,0.4283980000000017,0.39450893918800883,5
43119,Matthew Maglione,19,USA,73,187,D,0,30,4,5,9,12,0,0,0,0,0,0,0,0,no,0.2397270000000022,0.44035362838760217,5
13427,Marco Rosa,19,CAN,72,190,C,116,33,6,18,24,22,0,0,0,0,0,0,0,0,no,0.24908700000000059,0.43804823227359019,5
53321,Jan Blanar,18,EURO,75,218,D,0,35,3,6,9,16,0,0,0,0,0,0,0,0,no,-0.1327869999999992,0.53314805769141327,5
14638,Jeff Miles,20,CAN,72,190,R,0,34,8,23,31,14,0,0,0,0,0,0,0,0,no,-0.6404229999999993,0.65484907407396753,5
17970,Mike Knoepfli,19,EURO,72,194,L,100,47,45,38,83,0,0,0,0,0,0,0,0,0,no,0.21321600000000085,0.44689702421232097,5
11912,Mike Morris,19,USA,73,185,R,57,31,29,29,58,26,0,0,0,0,0,0,0,0,no,0.521307000000002,0.37254666419719518,5
12041,Geoff Waugh,19,EURO,76,216,D,110,62,4,21,25,125,0,18,0,8,8,59,0,0,no,-0.07509699999999854,0.51876543176487611,5
13507,Brock Radunske,19,EURO,77,209,C,35,41,4,9,13,28,0,0,0,0,0,0,0,0,no,0.21214700000000083,0.44716127468695033,5
18022,Jonas Fiedler,20,EURO,74,198,L,0,63,18,28,46,83,0,9,1,6,7,16,-1,0,no,-0.7823719999999984,0.68619110894710611,5
18986,Alexander Kozhevnikov,18,EURO,75,207,L,92,32,12,15,27,59,0,0,0,0,0,0,0,0,no,0.7691680000000006,0.31665911204613229,5
16587,Jeff Genovy,20,USA,74,205,C,38,60,24,24,48,96,0,3,1,4,5,2,0,0,no,-0.49728399999999773,0.62182084915316505,5
14336,Rosario Ruggeri,18,CAN,73,214,D,66,68,3,15,18,145,0,4,1,1,2,10,0,0,no,-0.8633709999999993,0.70336447136232105,5
52083,Ivan Koltsov,18,EURO,75,198,D,38,27,2,2,4,24,0,0,0,0,0,0,0,0,no,0.7486980000000004,0.32110506626622709,5
524,Jonas Almtorp,19,EURO,73,190,C,46,47,27,22,49,106,0,2,1,1,2,4,0,0,no,0.29176400000000224,0.42757206561347316,5
52102,Yuri Artyomenkov,18,EURO,72,176,R,43,32,24,18,42,10,0,0,0,0,0,0,0,0,no,0.5306850000000007,0.37035713683338811,5
10641,John Laliberte,19,USA,74,190,L,105,35,39,44,83,60,0,0,0,0,0,0,0,0,no,1.0287340000000023,0.2633296182788013,5
58426,Petr Dvorak,19,EURO,72,190,R,82,48,24,26,50,90,0,0,0,0,0,0,0,0,no,0.0780810000000009,0.48048966128973053,5
1343,Johan Berggren,18,EURO,76,207,D,0,25,1,7,8,22,0,0,0,0,0,0,0,0,no,0.5356100000000014,0.36920939778893302,5
13488,Andy Sertich,19,EURO,72,183,D,83,39,26,52,78,35,0,2,0,0,0,2,0,0,no,0.5053070000000012,0.37629431701634514,5
14852,Mike Walsh,19,USA,74,190,L,82,53,25,24,49,69,0,0,0,0,0,0,0,0,no,0.34483400000000225,0.41463572064752535,5
19219,Viktor Bobrov,18,EURO,74,201,C,0,36,11,16,27,20,0,0,0,0,0,0,0,0,no,0.0091150000000014,0.4977212657770268,5
11530,Brock Hooton,19,CAN,74,183,C,118,60,34,50,84,33,0,0,0,0,0,0,0,0,no,0.17974600000000182,0.45518409675890392,5
49470,Joel Andresen,19,CAN,74,218,D,0,53,9,19,28,62,0,6,0,2,2,12,0,0,no,-0.9488089999999983,0.72087559523653799,5
13396,Vince Bellissimo,20,CAN,72,198,C,43,61,37,39,76,33,0,0,0,0,0,0,0,0,no,-0.8778879999999994,0.70638437171053914,5
1344,Kristofer Persson,18,EURO,76,203,R,0,25,7,6,13,2,0,3,2,0,2,0,0,0,no,0.3245190000000015,0.41957482943772373,5
12036,P.J. Atherton,20,USA,74,190,D,114,54,7,22,29,101,0,8,0,0,0,14,0,0,no,0.3753390000000005,0.40725156364399595,5
13431,Jake Taylor,19,USA,76,225,D,71,56,1,2,3,147,0,7,0,0,0,11,0,0,no,-0.08935099999999759,0.52232290054778652,5
19591,Denis Yachmenyov,18,EURO,73,196,L,55,65,17,12,29,32,0,5,2,0,2,0,0,0,no,-0.48130599999999724,0.61805622019046713,5
539,Pierre Johnsson,18,EURO,74,196,D,74,44,1,9,10,50,0,3,0,2,2,2,0,0,no,0.3742840000000006,0.4075062631451854,5
19271,Patrick Murphy,19,USA,74,209,L,79,48,11,21,32,99,0,0,0,0,0,0,0,0,no,-0.0010599999999985552,0.50026499997518681,5
11529,Scott May,20,CAN,70,187,C,0,40,12,17,29,42,0,0,0,0,0,0,0,0,no,-0.7468549999999993,0.67849303360095947,5
8890,Ryan Steeves,20,CAN,72,194,C,60,31,9,13,22,20,0,0,0,0,0,0,0,0,no,-0.10974599999999916,0.52740899560395416,5
19580,Dmitri Utkin,18,EURO,72,212,L,42,32,15,7,22,33,0,0,0,0,0,0,0,0,no,-0.06731499999999924,0.51682239818900955,5
14851,Colton Fretter,20,CAN,70,181,C,0,52,51,53,104,62,0,15,5,3,8,2,0,0,no,-0.6896499999999995,0.66588906298690309,5
19246,Peter Hafner,19,USA,77,205,D,81,26,2,19,21,20,0,0,0,0,0,0,0,0,no,0.939336000000002,0.28103448700014794,5
13440,Kaleb Betts,19,CAN,70,190,L,0,54,35,37,72,92,0,0,0,0,0,0,0,0,no,-0.7556329999999992,0.68040486085133789,5
11035,Ryan Lannon,20,USA,74,220,D,0,34,0,2,2,38,0,0,0,0,0,0,0,0,no,-0.48401299999999847,0.61869503745536991,5
13447,Dan Glover,19,CAN,75,209,D,0,55,1,10,11,110,0,0,0,0,0,0,0,0,no,-0.5644199999999996,0.63747462489046469,5
12235,Mikhail Tyulyapkin,18,EURO,74,240,D,100,35,1,6,7,54,0,0,0,0,0,0,0,0,no,-0.16596099999999814,0.54139528088400724,5
43125,Rob Flynn,19,USA,74,220,L,0,30,1,3,4,6,0,0,0,0,0,0,0,0,no,-0.4455919999999978,0.60959068277571127,5
532,Patric Blomdahl,18,EURO,73,212,L,0,30,7,8,15,30,0,7,0,1,1,8,0,0,no,-0.1503439999999986,0.537515362300098,5
15844,Russell Spence,20,CAN,75,220,L,0,55,29,51,80,37,0,15,7,7,14,6,0,0,no,-1.2673229999999986,0.780284145269032,5
15346,Ryan Macmurchy,19,CAN,74,207,R,0,61,32,52,84,63,0,11,2,5,7,13,0,0,no,-1.1248529999999977,0.75488778815110069,5
46656,Michael Hutchins,20,USA,71,196,D,103,60,7,30,37,133,0,3,0,1,1,2,0,0,no,-0.39481099999999764,0.59744031114634477,5
11717,Sean Collins,19,USA,69,170,C,91,40,20,25,45,4,0,0,0,0,0,0,0,0,no,0.13394200000000103,0.4665644724533734,5
52111,Pavel Frolov,18,EURO,73,176,C,0,33,3,8,11,8,0,0,0,0,0,0,0,0,no,0.3808030000000021,0.40593323783835711,5
9436,Shawn Weller,18,USA,74,218,L,32,36,17,22,39,117,0,3,3,3,6,6,0,0,no,-0.007504999999997701,0.50187624119339669,5
14877,Billy Ryan,19,USA,73,174,C,95,37,35,55,90,40,0,0,0,0,0,0,0,0,no,0.9346970000000039,0.2819727673938815,5
15041,Brian Gifford,19,USA,74,187,C,130,26,19,37,56,26,0,0,0,0,0,0,0,0,no,1.1465520000000025,0.24111943774533043,5
14875,Rob Bellamy,19,USA,73,190,R,66,39,19,25,44,120,0,0,0,0,0,0,0,0,no,0.41144800000000187,0.39856496879019337,5
18033,R.J. Anderson,18,USA,72,194,D,82,54,38,72,110,34,0,0,0,0,0,0,0,0,no,-0.05760499999999842,0.51439726897214322,5
15047,Andrew Sarauer,20,EURO,76,205,C,227,57,43,32,75,71,0,0,0,0,0,0,0,0,no,1.0559650000000025,0.25808130323002665,5
14865,Scott Mcculloch,18,CAN,73,201,L,40,44,23,26,49,85,0,0,0,0,0,0,0,0,no,-0.056047999999998654,0.51400833306918403,5
18028,Jordan Foote,19,CAN,75,205,R,69,58,23,26,49,73,0,24,3,7,10,37,0,0,no,-0.48115599999999864,0.61802081015414634,5
14859,Trevor Ludwig,19,USA,73,209,D,188,54,5,27,32,93,0,0,0,0,0,0,0,0,no,0.19276300000000174,0.45195791855542033,5
2034,Anton Axelsson,18,EURO,72,207,L,144,35,7,11,18,32,0,10,2,3,5,2,0,0,no,0.3340450000000009,0.41725673907618044,5
2018,David Fredriksson,19,EURO,76,238,L,51,27,9,3,12,44,0,8,1,0,1,2,0,0,no,0.08698300000000214,0.47826795040631631,5
12487,Jon Gleed,20,CAN,74,212,D,0,28,3,3,6,18,0,0,0,0,0,0,0,0,no,-0.3341939999999991,0.5827794903564516,5
14837,Steve Covington,18,CAN,72,187,R,0,72,6,13,19,28,0,7,2,0,2,4,-3,0,no,-1.6548109999999991,0.83954021116642907,5
18023,Matt Greer,19,USA,74,201,L,0,27,25,19,44,0,0,0,0,0,0,0,0,0,no,0.24883600000000156,0.43811001989065385,5
13480,Mitch Carefoot,19,CAN,73,209,C,92,31,6,1,7,14,0,0,0,0,0,0,0,0,no,-0.019437999999998887,0.50485934699800705,5
11881,Jonathan Paiement,19,CAN,73,201,D,0,68,13,52,65,140,0,7,0,2,2,10,0,0,no,-1.0114859999999992,0.73331086111369159,5
14460,J.D. Corbin,19,USA,70,185,L,0,39,3,6,9,18,0,0,0,0,0,0,0,0,no,-0.5247349999999997,0.62825429942797961,5
18020,Travis Gawryletz,19,CAN,74,201,D,177,51,9,21,30,51,0,10,1,3,4,6,0,0,no,0.3379570000000013,0.416305831391306,5
18019,Brian Ihnacak,19,EURO,72,190,C,44,31,10,20,30,20,0,0,0,0,0,0,0,0,no,0.17323700000000128,0.45679873896036133,5
4283,Marko Anttila,19,EURO,80,229,R,0,34,30,30,60,56,0,0,0,0,0,0,0,0,no,0.42104700000000056,0.39626623939603933,5
15314,Will Engasser,19,USA,74,225,L,73,52,31,35,66,20,0,0,0,0,0,0,0,0,no,-0.5501149999999981,0.63416227147817961,5
15046,Spencer Dillon,19,USA,75,205,D,0,42,0,7,7,160,0,0,0,0,0,0,0,0,no,0.20977700000000093,0.44774723091446011,5
15048,Matt Siddall,20,CAN,73,205,R,0,45,25,36,61,216,0,7,4,2,6,10,0,0,no,-0.5167329999999977,0.62638351566301465,5
14874,Craig Switzer,20,CAN,73,201,D,136,57,14,40,54,117,0,14,0,12,12,16,0,0,no,-0.13875699999999724,0.5346336994809332,5
18016,Matt Mcknight,20,CAN,73,196,C,0,42,20,36,56,31,0,0,0,0,0,0,0,0,no,-0.5501589999999982,0.63417247943925503,5
1256,John Wikner,18,EURO,74,192,L,0,31,6,3,9,22,0,9,0,0,0,6,0,0,no,0.4246510000000009,0.39540434409198727,5
41104,John Carter,18,USA,76,192,C,117,29,16,30,46,52,0,0,0,0,0,0,0,0,no,1.3693580000000012,0.20272359099269427,5
9200,Sasha Pokulok,19,CAN,77,229,D,39,26,3,7,10,33,0,0,0,0,0,0,0,0,no,0.14705300000000174,0.46330285621984635,5
9221,Tom Fritsche,19,USA,71,185,L,93,42,11,34,45,38,0,0,0,0,0,0,0,0,no,0.05093400000000132,0.48726925213327738,5
12389,Andrew Kozek,19,CAN,71,194,L,126,60,48,49,97,81,0,26,19,10,29,49,0,0,no,-0.9289299999999988,0.71685815527787455,5
11600,T.J. Fast,18,CAN,72,185,D,119,58,8,28,36,40,0,0,0,0,0,0,0,0,no,-0.10519899999999995,0.5262755222411114,5
18014,Michael Gergen,18,USA,71,194,D,65,66,56,50,106,104,0,0,0,0,0,0,0,0,no,-0.12136599999999793,0.53030431132908584,5
9374,Jason Bailey,18,USA,73,209,R,56,73,9,17,26,230,0,0,0,0,0,0,0,0,no,-0.6758109999999984,0.66280311565797456,5
12208,Robby Dee,18,USA,73,183,C,60,28,49,38,87,14,0,0,0,0,0,0,0,0,no,1.0805520000000024,0.25340157000116048,5
9373,Dan Collins,18,USA,73,203,R,24,85,29,23,52,72,0,4,0,0,0,6,0,0,no,-1.3003789999999988,0.78589876121198854,5
14876,Matt Duffy,19,USA,74,187,D,127,54,19,26,45,147,0,0,0,0,0,0,0,0,no,0.8479250000000003,0.29986831720232843,5
15044,Andrew Thomas,20,USA,74,220,D,80,42,2,5,7,78,0,0,0,0,0,0,0,0,no,-0.17600199999999783,0.54388726820314404,5
9211,Nathan Davis,19,USA,73,205,C,87,38,14,11,25,30,0,0,0,0,0,0,0,0,no,0.10718800000000286,0.47322862704821922,5
14857,Tim Crowder,19,CAN,74,194,R,144,56,23,27,50,30,0,24,4,16,20,30,0,0,no,-0.17244099999999946,0.54300373987143791,5
15316,Brennan Turner,19,CAN,75,220,D,0,41,5,12,17,207,0,0,0,0,0,0,0,0,no,-0.07080899999999826,0.51769485724267428,5
15045,Matt Butcher,18,USA,74,205,C,0,60,27,30,57,94,0,0,0,0,0,0,0,0,no,-0.44272399999999734,0.60890791366294494,5
14684,Tim Kunes,18,USA,72,187,D,48,50,12,28,40,51,0,0,0,0,0,0,0,0,no,-0.03336799999999836,0.50834122607132026,5
18012,Alex Berry,19,USA,74,218,R,208,53,17,25,42,170,0,0,0,0,0,0,0,0,no,0.40982400000000135,0.39895432340073289,5
17767,P.J. Fenton,20,USA,71,185,L,0,38,13,12,25,28,0,0,0,0,0,0,0,0,no,-0.31432399999999877,0.57794034807373718,5
11553,Ryan Maki,20,USA,75,212,R,0,30,10,9,19,20,0,0,0,0,0,0,0,0,no,-0.264872,0.56583355791984247,5
15313,Greg Beller,18,CAN,74,205,L,201,27,25,30,55,38,0,2,1,0,1,2,0,0,no,1.149557000000002,0.24057000811218515,5
15054,Tyrell Mason,19,CAN,74,181,D,132,51,6,36,42,78,0,0,0,0,0,0,0,0,no,0.516801000000002,0.37360057062368035,5
2627,Kirill Starkov,18,EURO,72,209,C,0,31,18,12,30,10,0,9,4,3,7,2,0,0,no,-0.3722529999999987,0.59200327027746646,5
15451,Matt Generous,20,USA,75,194,D,196,49,8,16,24,105,0,0,0,0,0,0,0,0,no,1.033244,0.26245567063919567,5
18006,Pat Brosnihan,19,USA,76,220,R,150,38,27,20,47,44,0,0,0,0,0,0,0,0,no,0.574997000000002,0.36008459453301317,5
15050,Matt Clackson,20,CAN,72,190,R,0,56,10,15,25,270,0,8,0,2,2,26,1,0,no,-0.4031309999999993,0.59943968352450405,5
15042,Matthew Glasser,18,CAN,70,190,L,161,62,25,24,49,14,0,0,0,0,0,0,0,0,no,-0.36883599999999894,0.59117768508141455,5
18003,John Wessbecker,19,USA,74,194,D,221,28,6,16,22,38,0,0,0,0,0,0,0,0,no,1.475663000000001,0.18608339143309549,5
11256,John Seymour,18,CAN,75,176,L,0,63,1,4,5,64,0,6,0,0,0,0,0,0,no,-0.1293989999999997,0.53230468649596441,5
11884,Andrew Orpik,19,USA,75,201,D,0,31,8,12,20,24,0,0,0,0,0,0,0,0,no,0.27473400000000064,0.43174527612037922,5
15055,Philippe Paquet,18,CAN,75,214,D,83,26,1,4,5,10,0,0,0,0,0,0,0,0,no,0.398906000000001,0.40157521349813641,5
11984,David Fischer,18,USA,76,203,D,29,28,8,31,39,22,0,0,0,0,0,0,0,0,no,0.6292730000000026,0.34767540111948392,5
10656,Keith Seabrook,18,CAN,72,198,D,0,57,10,24,34,81,0,0,0,0,0,0,0,0,no,-0.7950249999999991,0.68890927583439554,5
3856,Daniel Rahimi,19,EURO,75,216,D,214,51,4,11,15,100,0,6,3,2,5,37,0,0,no,0.470781000000002,0.38443140804879378,5
12274,T.J. Miller,20,USA,76,209,D,152,60,16,32,48,73,0,0,0,0,0,0,0,0,no,0.25876400000000216,0.43566756861096423,5
10496,Pavel Valentenko,19,EURO,74,234,D,138,60,11,20,31,197,0,0,0,0,0,0,0,0,no,-0.1665169999999988,0.5415333249587404,5
11444,Tyler Ruegsegger,18,USA,71,192,C,148,60,38,51,89,70,0,0,0,0,0,0,0,0,no,0.08756000000000244,0.47812397472238061,5
15843,Chris Auger,19,CAN,70,170,C,109,47,41,51,92,46,0,12,8,14,22,2,0,0,no,-0.03901599999999987,0.5097527628541999,5
15309,Brian Day,18,USA,72,194,R,132,28,9,13,22,34,0,0,0,0,0,0,0,0,no,0.5890650000000004,0.35684941546784577,5
12468,Tony Romano,18,USA,70,185,R,144,40,50,52,102,38,0,0,0,0,0,0,0,0,no,0.5220269999999998,0.37237837558172765,5
15452,Jordan Fulton,19,USA,72,194,L,163,28,45,36,81,76,0,0,0,0,0,0,0,0,no,1.2788080000000006,0.2177531966614274,5
12264,Kevin Koopman,18,CAN,75,205,D,0,46,15,25,40,73,0,15,7,6,13,10,0,0,no,-0.3607699999999997,0.5892268165577097,5
11320,Devin Didiomete,18,CAN,71,205,L,161,60,15,21,36,202,0,10,0,4,4,26,-1,0,no,-0.12358499999999839,0.5308569861160416,5
12263,Troy Mattila,18,USA,74,185,L,0,54,14,22,36,13,0,4,0,1,1,2,0,0,no,-0.16415099999999844,0.54094584889320396,5
12183,Jesse Martin,18,CAN,72,170,C,0,40,15,29,44,122,0,0,0,0,0,0,0,0,no,0.3510420000000011,0.41312976162382709,5
12509,Nico Sacchetti,18,USA,72,198,C,56,25,38,52,90,22,0,0,0,0,0,0,0,0,no,0.49877100000000163,0.3778295317986905,5
12515,Will Weber,19,USA,76,227,D,0,25,18,20,38,104,0,0,0,0,0,0,0,0,no,0.3669700000000013,0.40927337878170889,5
12457,Mike Hoeffel,18,USA,76,209,L,22,44,16,7,23,28,0,0,0,0,0,0,0,0,no,0.14053000000000154,0.46492520442170043,5
11590,Casey Pierro-Zabotel,19,CAN,74,207,C,75,55,51,65,116,42,0,7,8,3,11,13,0,0,no,-0.5751469999999993,0.63994996829343764,5
12528,Corbin Mcpherson,19,USA,76,209,D,0,44,4,10,14,63,0,0,0,0,0,0,0,0,no,-0.03476099999999856,0.50868937505032508,5
12529,Louie Caporusso,18,CAN,69,185,C,121,37,23,27,50,45,0,20,14,19,33,14,0,0,no,-0.4365830000000003,0.60744452753770017,5
12537,Ben Winnett,18,CAN,71,172,L,90,39,27,30,57,58,0,0,0,0,0,0,0,0,no,0.6024810000000024,0.35377628541091155,5
14382,Ben Blood,18,USA,76,227,D,116,63,11,25,36,144,0,0,0,0,0,0,0,0,no,-0.017886999999999386,0.50447163077772916,5
12459,Joe Lavin,18,USA,73,196,D,165,41,2,8,10,40,0,6,0,2,2,4,0,0,no,0.7365820000000016,0.32375201796798508,5
14400,John Lee,18,USA,74,190,D,92,53,8,40,48,118,0,9,0,3,3,4,3,0,no,0.7125980000000021,0.32902503151082851,5
15049,Max Campbell,19,CAN,72,187,C,103,46,46,49,95,84,0,18,11,9,20,4,0,0,no,0.04427900000000225,0.48893205828564418,5
18746,Matt Marshall,19,USA,73,201,C,63,27,14,10,24,8,0,0,0,0,0,0,0,0,no,0.3240810000000022,0.41968150011849342,5
6912,William Quist,18,EURO,77,203,L,0,45,16,25,41,90,0,0,0,0,0,0,0,0,no,0.42772700000000097,0.39466923339615595,5
12559,Alain Goulet,19,CAN,75,194,D,190,43,10,32,42,34,0,25,5,16,21,32,0,0,no,0.6424440000000017,0.34469427900353922,5
7571,Vili Sopanen,20,EURO,75,218,R,72,52,20,22,42,48,0,15,5,13,18,18,1,0,no,-0.6268999999999996,0.65178621473051124,5
12587,Trevor Nill,18,USA,75,194,C,0,24,6,10,16,23,0,0,0,0,0,0,0,0,no,0.6004979999999993,0.35422976748866458,5
15035,Ryan Watson,19,CAN,73,194,L,0,37,27,29,56,55,0,9,2,7,9,18,0,0,no,-0.17370699999999728,0.54331788148555116,5
15031,Bryan Rufenach,18,CAN,71,185,D,0,31,11,21,32,28,0,0,0,0,0,0,0,0,no,-0.06283199999999858,0.51570283429030683,5
14401,Drew Mackenzie,19,USA,74,203,D,70,24,3,13,16,0,0,0,0,0,0,0,0,0,no,0.49389400000000244,0.378976670754614,5
12540,Justin Courtnall,18,CAN,75,185,L,181,58,5,9,14,83,0,12,0,2,2,19,0,0,no,0.7912120000000004,0.31190848877734378,5
14385,Trent Vogelhuber,19,USA,74,185,R,0,31,10,16,26,24,0,0,0,0,0,0,0,0,no,0.21193600000000146,0.44721343617088521,5
18599,Daultan Leveille,18,CAN,72,185,C,89,45,29,27,56,38,0,16,14,16,30,14,0,0,no,-0.32324100000000044,0.5801139049816173,5
18597,Brandon Burlon,18,CAN,72,190,D,57,32,7,17,24,41,0,12,2,6,8,10,0,0,no,0.20183000000000073,0.4497130887898893,5
19060,Justin Daniels,19,USA,73,176,C,102,25,17,37,54,10,0,0,0,0,0,0,0,0,no,1.042474000000003,0.26067291610253795,5
15018,David Toews,18,CAN,70,181,C,71,51,44,56,100,20,0,0,0,0,0,0,0,0,no,-0.22997700000000001,0.55724217996937175,5
18851,Justin Jokinen,19,USA,75,185,R,60,37,26,31,57,58,0,0,0,0,0,0,0,0,no,0.7287810000000019,0.32546228555711321,5
14399,Nick Larson,19,USA,74,207,L,53,57,19,19,38,66,0,9,3,2,5,31,0,0,no,-0.5069839999999981,0.62409918796508412,5
18243,Taylor Stefishen,18,CAN,72,185,L,73,57,33,48,81,71,0,0,0,0,0,0,0,0,no,-0.08915299999999904,0.52227349899535069,5
19034,Maxim Trunyov,18,EURO,72,198,R,55,40,27,25,52,58,0,0,0,0,0,0,0,0,no,0.03872500000000051,0.49031995967280967,5
6870,Stefan Warg,18,EURO,75,220,D,0,34,2,6,8,74,0,3,0,0,0,14,0,0,no,-0.007945999999999242,0.50198648954794445,5
19077,Julien Cayer,19,CAN,76,201,C,77,42,24,32,56,56,0,0,0,0,0,0,0,0,no,0.4376400000000026,0.39230345346038353,5
18247,Brett Hextall,20,USA,70,185,C,0,54,24,48,72,52,0,0,0,0,0,0,0,0,no,-0.8991769999999994,0.71078034651417299,5
18875,Nicholas Tremblay,20,CAN,72,190,C,0,57,51,59,110,67,0,0,0,0,0,0,0,0,no,-0.6261989999999981,0.6516270981842287,5
19159,Greg Burke,18,USA,75,205,L,175,40,21,25,46,46,0,0,0,0,0,0,0,0,no,0.9958859999999998,0.26975105133543392,5
19229,Braden Birch,19,CAN,72,190,D,0,32,1,6,7,21,0,19,0,2,2,4,0,0,no,-0.08010099999999856,0.5200145497477181,5
19061,Stephen Johnston,18,CAN,73,174,L,186,56,2,7,9,12,0,21,5,2,7,6,3,0,no,0.6959640000000028,0.33270766760269105,5
19066,Drew Daniels,19,USA,74,192,D,113,25,12,36,47,14,0,0,0,0,0,0,0,0,no,0.9670090000000016,0.27547707320025533,5
5507,Alexander Deilert,19,EURO,72,181,D,0,46,6,12,18,72,0,7,1,2,3,14,0,0,no,-0.0786119999999987,0.51964288520706303,5
3707,Emil Sandin,20,EURO,70,185,L,0,47,10,29,39,50,0,7,1,4,5,8,0,0,no,-0.7718240000000011,0.68391532942149535,5
19049,Nathan Condon,18,USA,72,181,C,70,47,53,51,104,16,0,0,0,0,0,0,0,0,no,0.47333899999999995,0.38382625218003147,5
15017,David Carle,19,USA,72,185,D,74,61,13,38,51,61,0,0,0,0,0,0,0,0,no,-0.2715059999999985,0.56746258834647356,5
19238,Mike Bergin,20,CAN,75,209,D,0,45,14,27,41,60,0,15,2,5,7,19,0,0,no,-0.49661999999999995,0.62166469049938633,5
19239,Nicholas D'Agostino,18,CAN,74,203,D,0,46,5,18,23,22,0,10,0,3,3,8,0,0,no,-0.4500739999999973,0.61065682796819909,5
4613,Jesper Samuelsson,20,EURO,72,179,C,0,40,20,42,62,73,0,0,0,0,0,0,0,0,no,0.0165210000000012,0.49586984394115619,5
8466211,Robert Schnabel,20,EURO,77,232,D,0,61,1,22,23,143,0,5,0,0,0,16,0,22,yes,-0.7843019999999997,0.68660655197011256,5
8466394,Brad Moran,19,CAN,71,182,C,0,72,53,49,102,64,0,18,10,8,18,20,0,5,yes,-1.253576999999998,0.77791844276613165,5
8466398,Tom Kostopoulos,20,CAN,72,197,R,135,66,27,60,87,114,0,25,19,16,35,32,0,155,yes,-1.4228729999999992,0.80578841710257065,5
8467355,Andrew Peters,18,CAN,76,240,L,28,60,11,7,18,220,0,7,2,0,2,19,0,42,yes,-0.6882679999999975,0.66558152403831972,5
8467358,Kyle Rossiter,18,CAN,75,220,D,25,61,6,16,22,190,0,19,0,3,3,38,0,11,yes,-0.46373599999999804,0.61390008410580954,5
8467360,Stephen Peat,18,CAN,74,235,R,30,63,6,12,18,189,0,5,0,0,0,8,0,129,yes,-1.2142749999999976,0.77105448684492173,5
8467362,Chris Nielsen,18,EURO,74,214,R,26,68,22,29,51,31,0,18,2,4,6,10,0,52,yes,-1.0863779999999996,0.74769906198964986,5
8467365,John Erskine,18,CAN,76,220,D,29,55,0,9,9,205,0,16,0,5,5,25,0,81,yes,-0.10607399999999902,0.52649366310921342,5
8467370,Mike Fisher,18,CAN,73,216,C,41,66,24,25,49,65,0,9,2,2,4,13,0,248,yes,-1.1280449999999975,0.75547793034098898,5
8467371,Mike Ribeiro,18,CAN,72,179,C,0,67,40,85,125,55,0,6,3,1,4,0,0,197,yes,-0.8355579999999984,0.6975288555223732,5
8467373,Norman Milley,18,CAN,72,211,R,48,62,33,41,74,48,0,10,0,1,1,4,0,15,yes,-1.066162999999999,0.74386653995016316,5
8467374,Jonathan Girard,18,CAN,71,192,D,42,64,20,47,67,44,0,16,2,16,18,13,0,150,yes,-0.9953229999999988,0.73013803149690304,5
8467376,Jaroslav Kristek,18,EURO,73,185,R,40,54,14,15,29,28,0,0,0,0,0,0,0,6,yes,-0.20304899999999854,0.55058856010693435,5
8467378,Bobby Allen,20,USA,72,201,D,34,40,7,21,28,49,0,0,0,0,0,0,0,1,yes,-0.3510079999999994,0.58686199493072821,5
8467379,Steve Moore,20,CAN,74,205,C,24,33,10,23,33,46,0,0,0,0,0,0,0,69,yes,-0.22766099999999825,0.55667069322233032,5
8467381,Ryan Barnes,18,CAN,73,201,L,0,46,13,18,31,111,0,10,0,2,2,24,0,2,yes,-0.3335339999999988,0.58261900420725821,5
8467383,Tyler Bouck,18,CAN,72,196,L,0,65,11,26,37,90,0,11,1,0,1,21,0,73,yes,-1.0537799999999982,0.74150010204356565,5
8467384,Chris Bala,20,USA,73,193,L,47,33,16,14,30,23,0,0,0,0,0,0,0,6,yes,0.21796900000000313,0.4457224759861062,5
8467386,Denis Arkhipov,19,EURO,75,215,C,54,29,2,2,4,2,0,0,0,0,0,0,0,273,yes,0.13810500000000112,0.46552852210694562,5
8467387,Joe Dipenta,19,CAN,74,220,D,33,38,2,16,18,50,0,0,0,0,0,0,0,3,yes,-0.49947199999999803,0.62233524122121919,5
8467388,Paul Manning,19,CAN,76,208,D,38,30,1,5,6,16,0,0,0,0,0,0,0,8,yes,0.2581770000000013,0.43581189466259007,5
8467389,Brad Richards,18,CAN,72,199,C,0,68,33,82,115,44,0,19,8,24,32,2,0,326,yes,-1.6487649999999987,0.83872406677980993,5
8467392,Alex Henry,19,CAN,78,231,D,31,62,5,9,14,97,0,16,0,3,3,14,0,112,yes,-0.5321220000000001,0.62997789864310239,5
8467393,Jarkko Ruutu,23,EURO,73,204,L,0,47,11,10,21,182,0,9,7,4,11,10,0,185,yes,-0.7464249999999985,0.67839922610059999,5
